name,address,phone,email,website,instagram,facebook,cuisine,city,whatsapp_link,email_draft
Cafe Simla Times,"Mall Road, Shimla",01772652233,,,https://www.instagram.com/cafesimlatimes/,,Cafe & Bar,Shimla,https://wa.me/911772652233?text=Hi%20Cafe%20Simla%20Times%2C%0A%0AI%20noticed%20Cafe%20Simla%20Times%20%28Cafe%20%26%20Bar%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Wake and Bake,"Mall Road, Shimla",01772813146,,,https://www.instagram.com/wakeandbakecafe/,,Cafe,Shimla,https://wa.me/911772813146?text=Hi%20Wake%20and%20Bake%2C%0A%0AI%20noticed%20Wake%20and%20Bake%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Hide Out Cafe,"The Mall, Shimla",01772653233,,,https://www.instagram.com/hideoutcafeshimla/,,Cafe,Shimla,https://wa.me/911772653233?text=Hi%20Hide%20Out%20Cafe%2C%0A%0AI%20noticed%20Hide%20Out%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Eighteen71 Cookhouse & Bar,"Hotel Willow Banks, Shimla",09816024212,,https://www.hotelwillowbanks.com/dining,,,Fine Dining,Shimla,https://wa.me/919816024212?text=Hi%20Eighteen71%20Cookhouse%20%26%20Bar%2C%0A%0AI%20noticed%20Eighteen71%20Cookhouse%20%26%20Bar%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Drifter's Cafe,Old Manali,09805033127,info@drifterscafe.in,http://drifterscafe.in/,,,Cafe,Manali,https://wa.me/919805033127?text=Hi%20Drifter%27s%20Cafe%2C%0A%0AI%20noticed%20Drifter%27s%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,"Subject: Digity menu for Drifter's Cafe

Hi Drifter's Cafe,

I noticed Drifter's Cafe (Cafe) and thought you might love *Digity* – a simple way to take your menu digital.

✅ QR code menu
✅ Easy to update
✅ Orders & reservations
✅ Showcase your contact & social links

Would you like a free demo? I can set up a trial menu for you.

Regards,
Zakir Rashid
9103173043"
Johnson's Cafe,"Circuit House Road, Manali",01902253023,,,https://www.instagram.com/johnsonscafe/,,European,Manali,https://wa.me/911902253023?text=Hi%20Johnson%27s%20Cafe%2C%0A%0AI%20noticed%20Johnson%27s%20Cafe%20%28European%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Cafe 1947,Old Manali,09418461947,,,https://www.instagram.com/cafe1947/,,Italian,Manali,https://wa.me/919418461947?text=Hi%20Cafe%201947%2C%0A%0AI%20noticed%20Cafe%201947%20%28Italian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Lazy Dog,Old Manali,01902254272,,,https://www.instagram.com/thelazydogmanali/,,Multi-cuisine,Manali,https://wa.me/911902254272?text=Hi%20The%20Lazy%20Dog%2C%0A%0AI%20noticed%20The%20Lazy%20Dog%20%28Multi-cuisine%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Jimmy's Italian Kitchen,McLeod Ganj,01892221713,,,https://www.instagram.com/jimmysitaliankitchen/,,Italian,Dharamshala,https://wa.me/911892221713?text=Hi%20Jimmy%27s%20Italian%20Kitchen%2C%0A%0AI%20noticed%20Jimmy%27s%20Italian%20Kitchen%20%28Italian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Nick's Italian Kitchen,McLeod Ganj,01892221180,,,,,Italian,Dharamshala,https://wa.me/911892221180?text=Hi%20Nick%27s%20Italian%20Kitchen%2C%0A%0AI%20noticed%20Nick%27s%20Italian%20Kitchen%20%28Italian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Illiterati Books & Coffee,"Jogiwara Road, McLeod Ganj",08588046101,,,https://www.instagram.com/illiteratibooksandcoffee/,,Cafe,Dharamshala,https://wa.me/918588046101?text=Hi%20Illiterati%20Books%20%26%20Coffee%2C%0A%0AI%20noticed%20Illiterati%20Books%20%26%20Coffee%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Crepe Pancake Hut,McLeod Ganj,01892221184,,,,,Cafe,Dharamshala,https://wa.me/911892221184?text=Hi%20Crepe%20Pancake%20Hut%2C%0A%0AI%20noticed%20Crepe%20Pancake%20Hut%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Jim Morrison Cafe,Kasol,09816041132,,,,,Cafe,Kasol,https://wa.me/919816041132?text=Hi%20Jim%20Morrison%20Cafe%2C%0A%0AI%20noticed%20Jim%20Morrison%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Evergreen Cafe,Kasol,01902273016,,,,,Israeli & Indian,Kasol,https://wa.me/911902273016?text=Hi%20Evergreen%20Cafe%2C%0A%0AI%20noticed%20Evergreen%20Cafe%20%28Israeli%20%26%20Indian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Moon Dance Cafe,Kasol,01902273003,,,,,Cafe,Kasol,https://wa.me/911902273003?text=Hi%20Moon%20Dance%20Cafe%2C%0A%0AI%20noticed%20Moon%20Dance%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Ambrai Restaurant,"Amet Haveli, Udaipur",02942431085,resv@ambrairestaurant.com,https://www.ambrairestaurant.com/,,,Fine Dining,Udaipur,https://wa.me/912942431085?text=Hi%20Ambrai%20Restaurant%2C%0A%0AI%20noticed%20Ambrai%20Restaurant%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,"Subject: Digity menu for Ambrai Restaurant

Hi Ambrai Restaurant,

I noticed Ambrai Restaurant (Fine Dining) and thought you might love *Digity* – a simple way to take your menu digital.

✅ QR code menu
✅ Easy to update
✅ Orders & reservations
✅ Showcase your contact & social links

Would you like a free demo? I can set up a trial menu for you.

Regards,
Zakir Rashid
9103173043"
Juno Kitchen & Bar,"Eklavya Nagar, Udaipur",9116681507,,,https://www.instagram.com/junokitchenandbar/,,Fine Dining,Udaipur,https://wa.me/9116681507?text=Hi%20Juno%20Kitchen%20%26%20Bar%2C%0A%0AI%20noticed%20Juno%20Kitchen%20%26%20Bar%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Myra by Ramada,Udaipur,02943050000,,,,,Fine Dining,Udaipur,https://wa.me/912943050000?text=Hi%20Myra%20by%20Ramada%2C%0A%0AI%20noticed%20Myra%20by%20Ramada%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Bahaar,"The Fern Residency, Udaipur",7340010976,,,,,Fine Dining,Udaipur,https://wa.me/917340010976?text=Hi%20Bahaar%2C%0A%0AI%20noticed%20Bahaar%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Secret Garden Cafe,"Tapovan, Rishikesh",09997401111,,,https://www.instagram.com/secret_garden_cafe_rishikesh/,,Cafe,Rishikesh,https://wa.me/919997401111?text=Hi%20Secret%20Garden%20Cafe%2C%0A%0AI%20noticed%20Secret%20Garden%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Bhumi Cafe,"Tapovan, Rishikesh",09897000000,,https://bhumicafe.com/,,,Vegan Cafe,Rishikesh,https://wa.me/919897000000?text=Hi%20Bhumi%20Cafe%2C%0A%0AI%20noticed%20Bhumi%20Cafe%20%28Vegan%20Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Kaafe,Rishikesh,09897011111,,,,,Cafe,Rishikesh,https://wa.me/919897011111?text=Hi%20Kaafe%2C%0A%0AI%20noticed%20Kaafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Little Buddha Cafe,"Laxman Jhula, Rishikesh",01352440000,,,,,Cafe,Rishikesh,https://wa.me/911352440000?text=Hi%20The%20Little%20Buddha%20Cafe%2C%0A%0AI%20noticed%20The%20Little%20Buddha%20Cafe%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Old House,Mysore,08212333333,,,https://www.instagram.com/theoldhousemysore/,,Italian,Mysore,https://wa.me/918212333333?text=Hi%20The%20Old%20House%2C%0A%0AI%20noticed%20The%20Old%20House%20%28Italian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Malgudi Coffee Shop,"Green Hotel, Mysore",08212512536,,,,,Cafe,Mysore,https://wa.me/918212512536?text=Hi%20Malgudi%20Coffee%20Shop%2C%0A%0AI%20noticed%20Malgudi%20Coffee%20Shop%20%28Cafe%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Vinayaka Mylari,"Nazarbad, Mysore",09448608710,,,,,South Indian,Mysore,https://wa.me/919448608710?text=Hi%20Vinayaka%20Mylari%2C%0A%0AI%20noticed%20Vinayaka%20Mylari%20%28South%20Indian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Murugan Idli Shop,Madurai,04522341385,,http://muruganidlishop.com/,,,South Indian,Madurai,https://wa.me/914522341385?text=Hi%20Murugan%20Idli%20Shop%2C%0A%0AI%20noticed%20Murugan%20Idli%20Shop%20%28South%20Indian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Phil's Bistro,Madurai,04524391111,,,https://www.instagram.com/philsbistromadurai/,,Italian,Madurai,https://wa.me/914524391111?text=Hi%20Phil%27s%20Bistro%2C%0A%0AI%20noticed%20Phil%27s%20Bistro%20%28Italian%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
The Chopstix,Madurai,04524392222,,,,,Chinese,Madurai,https://wa.me/914524392222?text=Hi%20The%20Chopstix%2C%0A%0AI%20noticed%20The%20Chopstix%20%28Chinese%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Seven Days,Vijayawada,08662477777,,,,,Multi-cuisine,Vijayawada,https://wa.me/918662477777?text=Hi%20Seven%20Days%2C%0A%0AI%20noticed%20Seven%20Days%20%28Multi-cuisine%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
T Grill,Vijayawada,08662488888,,,,,Grill,Vijayawada,https://wa.me/918662488888?text=Hi%20T%20Grill%2C%0A%0AI%20noticed%20T%20Grill%20%28Grill%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Sweet Magic,Vijayawada,08662499999,,http://sweetmagic.in/,,,Bakery,Vijayawada,https://wa.me/918662499999?text=Hi%20Sweet%20Magic%2C%0A%0AI%20noticed%20Sweet%20Magic%20%28Bakery%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Larive Kitchen and Cocktail,"College Road, Nashik",9112277720,,https://www.lariverestaurants.com/,,,Fine Dining,Nashik,https://wa.me/9112277720?text=Hi%20Larive%20Kitchen%20and%20Cocktail%2C%0A%0AI%20noticed%20Larive%20Kitchen%20and%20Cocktail%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,
Grand Ashwin Executive,Nashik,8605322777,grandashwinex@gmail.com,,,,Fine Dining,Nashik,https://wa.me/918605322777?text=Hi%20Grand%20Ashwin%20Executive%2C%0A%0AI%20noticed%20Grand%20Ashwin%20Executive%20%28Fine%20Dining%29%20and%20thought%20you%20might%20love%20%2ADigity%2A%20%E2%80%93%20a%20simple%20way%20to%20take%20your%20menu%20digital.%0A%0A%E2%9C%85%20QR%20code%20menu%0A%E2%9C%85%20Easy%20to%20update%0A%E2%9C%85%20Orders%20%26%20reservations%0A%E2%9C%85%20Showcase%20your%20contact%20%26%20social%20links%0A%0AWould%20you%20like%20a%20free%20demo%3F%20I%20can%20set%20up%20a%20trial%20menu%20for%20you.%0A%0ARegards%2C%0AZakir%20Rashid%0A9103173043,"Subject: Digity menu for Grand Ashwin Executive

Hi Grand Ashwin Executive,

I noticed Grand Ashwin Executive (Fine Dining) and thought you might love *Digity* – a simple way to take your menu digital.

✅ QR code menu
✅ Easy to update
✅ Orders & reservations
✅ Showcase your contact & social links

Would you like a free demo? I can set up a trial menu for you.

Regards,
Zakir Rashid
9103173043"
